	event_id	factlets_cluster_id	fact	context	label
322	2020_12_23_3	factlets_cluster-2	the president , meanwhile , doubled baseless claims presidential election “ magnificent landslide “ attacked two powerful republicans u.s. senate 've acknowledged president-elect biden election .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
323	2020_12_23_3	factlets_cluster0	president trump video posted twitter tuesday night demanded lawmakers amend coronavirus stimulus package passed monday include $ 2,000 checks individuals instead $ 600 checks -- also insisting “ wasteful unnecessary “ items cut year-end spending package attached pandemic aid .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
324	2020_12_23_3	factlets_cluster0	president donald trump said congress needs pass pandemic stimulus bill includes $ 2,000 direct payments americans—not $ 600 ones—or else veto .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
325	2020_12_23_3	factlets_cluster0	president trump said tuesday night ’ ask congress revise just-passed $ 900 billion covid relief package , saying contains much foreign aid enough help struggling americans .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
326	2020_12_23_3	factlets_cluster0	on tuesday evening , trump blasted $ 900 billion economic relief package passed congress monday night , calling measure “ disgrace “ .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
327	2020_12_23_3	factlets_cluster0	president donald trump tuesday blasted $ 900 billion coronavirus relief package passed congress , calling “ disgrace “ asking amendments bill increase stimulus payments americans .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
328	2020_12_23_3	factlets_cluster0	president trump called congress tuesday night deliver pandemic relief americans increasing $ 600 stimulus payment included proposed covid-19 economic stimulus plan $ 2,000 , prompting widespread support progressive lawmakers across country .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
329	2020_12_23_3	factlets_cluster0	president trump indicated tuesday night would sign $ 900 billion covid-19 economic relief package , bringing new risk effort provide financial aid millions americans struggling pandemic .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
330	2020_12_23_3	factlets_cluster0	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
331	2020_12_23_3	factlets_cluster1	“ i asking congress amend bill increase ridiculously low $ 600 $ 2,000 , $ 4,000 couple “ , trump said twitter video “ .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
332	2020_12_23_3	factlets_cluster1	“ i asking congress amend bill increase ridiculously low $ 600 $ 2,000 , $ 4,000 couple “ , said , referring relief checks .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
333	2020_12_23_3	factlets_cluster2	i 'm also asking congress immediately get rid wasteful unnecessary items legislation , send suitable bill else next administration deliver package , maybe administration “ .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
334	2020_12_23_3	factlets_cluster2	i also asking congress get rid unnecessary wasteful items legislation “ .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
335	2020_12_23_3	factlets_cluster2	he also called congress “ get rid wasteful unnecessary items “ .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
336	2020_12_23_3	factlets_cluster2	“ i also asking congress immediately get rid wasteful unnecessary items legislation send suitable bill else next administration deliver covid relief package , maybe administration .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
337	2020_12_23_3	factlets_cluster3	it really disgrace “ .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
338	2020_12_23_3	factlets_cluster5	“ republicans repeatedly refused say amount president wanted direct checks “ , house speaker nancy pelosi , d-calif. , tweeted “ .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
339	2020_12_23_3	factlets_cluster6	at last , president agreed $ 2,000 — democrats ready bring floor week unanimous consent .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
340	2020_12_23_3	factlets_cluster7	let ’ ! “	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
341	2020_12_23_3	factlets_cluster7	let ’ !	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
342	2020_12_23_3	factlets_cluster8	let ’ get bogged ideological offsets unrelated items do this !	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
343	2020_12_23_3	factlets_cluster9	trump threatens veto stimulus deal , calls $ 2,000 direct payments americans	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
344	2020_12_23_3	factlets_cluster11	“ republicans repeatedly refused say amount president wanted direct checks .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
345	2020_12_23_3	factlets_cluster13	house speaker nancy pelosi nancy pelosirelief bill sent trump florida meghan mccain says merry christmas except 'healthy people 65 ' getting vaccine front-line workers house gop rejects unanimous consent ,000 direct payments more ( d-calif. ) tuesday night responded president trump donald trumppowell says white house aides wo n't let help trump judge throws gop lawsuit close georgia ballot drop boxes business hours bipartisan , bicameral group urges trump sign covid-19 relief package more 's call increase stimulus funds following congress 's passage covid-19 relief package week , saying 's ready push $ 2,000 checks president requested .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
346	2020_12_23_3	factlets_cluster13	both sides initially claimed victory passage long-awaited relief bill , senate majority leader mitch mcconnell addison ( mitch ) mitchell mcconnellbipartisan , bicameral group urges trump sign covid-19 relief package meghan mccain says merry christmas except 'healthy people 65 ' getting vaccine front-line workers republicans scramble prevent year-end legislative disaster more ( r-ky. ) senate minority leader charles schumer chuck schumertrump pelosi unite ,000 relief checks schumer trump 's call k direct payments : ' i 'm ' progressive democrats signal support trump 's higher direct payment request more ( d-n.y. ) taking credit .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
347	2020_12_23_3	factlets_cluster14	https : //t.co/th4sztrplv — nancy pelosi ( @ speakerpelosi ) december 23 , 2020	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
348	2020_12_23_3	factlets_cluster19	house speaker nancy pelosi ( d-calif. ) quickly let president trump know really wants coronavirus relief bill includes $ 2,000 direct payments americans , 's ready help make happen .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
349	2020_12_23_3	factlets_cluster21	the president participate negotiations , suggested wo n't sign bill amended include checks worth $ 2,000 .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
350	2020_12_23_3	factlets_cluster23	rep. alexandria ocasio-cortez ( d-n.y. ) said legislation already written “ ready go “ .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
351	2020_12_23_3	factlets_cluster24	the house meet thursday pro forma session , pelosi could advance $ 2,000 stimulus checks .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
352	2020_12_23_3	factlets_cluster26	he asked congress amend bill increase $ 600 stimulus payments going individuals families $ 2,000 , $ 4,000 couples .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
353	2020_12_23_3	factlets_cluster26	trump said wants congress increase amount stimulus checks $ 2,000 individuals $ 4,000 couples , instead “ ridiculously low “ $ 600 individuals bill .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	1
354	2020_12_23_3	factlets_cluster27	house speaker nancy pelosi responded president 's tweet tuesday calling republicans refusing say amount trump wanted stimulus checks .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
355	2020_12_23_3	factlets_cluster27	house speaker nancy pelosi said tweet republicans would say negotiations amount trump wanted stimulus checks .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
356	2020_12_23_3	factlets_cluster30	“ now , mr. president , get mitch mcconnell republican friends stop opposing provide working class americans $ 2,000 “ .	washington ( reuters ) -president donald trump threatened tuesday sign $ 892 billion coronavirus relief bill includes desperately needed money individual americans , saying amended increase amount stimulus checks . u.s. government operations funded temporary basis dec. 28 , waiting $ 1.4 trillion federal spending fiscal 2021 also part bill . failure either pass another stopgap bill override possible trump veto legislation could result partial government shutdown . the threat outgoing republican president ,	0
357	2020_12_15_4	factlets_cluster-20	russian president vladimir putin congratulated u.s. president-elect joe biden election victory , one day electoral college confirmed former vice president 270 electoral votes required unseat president donald trump .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
358	2020_12_15_4	factlets_cluster-19	the operation widely believed carried hackers affiliated russian intelligence agencies .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	0
359	2020_12_15_4	factlets_cluster-18	american officials week still working evaluate full scope massive hacking operation went undetected weeks targeted key federal agencies , pentagon arms government .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	0
360	2020_12_15_4	factlets_cluster-17	mr. putin ’ message comes another tense time fragile complex u.s.-russia relationship .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	0
361	2020_12_15_4	factlets_cluster-14	the kremlin said definitive step led mr. putin ’ outreach .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	0
362	2020_12_15_4	factlets_cluster-10	putin congratulates biden victory , touts 'special responsibility global security '	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
363	2020_12_15_4	factlets_cluster-9	president trump refused concede , continuing claim election rigged even electoral college cast votes biden .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	0
364	2020_12_15_4	factlets_cluster-8	biden election 306 electoral college votes popular vote 7 million ballots .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	0
365	2020_12_15_4	factlets_cluster-7	nearly legal challenges , brought either trump campaign gop-adjacent groups , failed court system , including supreme court .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	0
366	2020_12_15_4	factlets_cluster-2	the russian leader congratulated next president united states tuesday , exactly six weeks election day one day electoral college cast ballots make election results official .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
367	2020_12_15_4	factlets_cluster-1	russian president vladimir putin congratulated president-elect joe biden winning 2020 presidential election .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
368	2020_12_15_4	factlets_cluster0	putin congratulates biden election victory	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
369	2020_12_15_4	factlets_cluster0	putin congratulates biden after electoral college vote	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
370	2020_12_15_4	factlets_cluster1	“ vladimir putin wished president-elect every success expressed confidence russia united states , bear special responsibility global security stability , despite differences truly contribute solving many problems challenges world currently facing “ , kremlin readout said .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
371	2020_12_15_4	factlets_cluster1	in letter mr. biden , mr. putin said believes u.s. russia work together also share “ special responsibility “ global security — apparent nod nations ’ massive nuclear arsenals .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
372	2020_12_15_4	factlets_cluster1	“ in telegram , putin wished every success president-elect expressed confidence russia us , bear special responsibility global security stability , could , despite differences , help solve many problems challenges world faces “ , kremlin said readout mr. putin ’ message mr. biden “ .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
373	2020_12_15_4	factlets_cluster1	putin “ expressed confidence russia united states , bearing special responsibility global security stability , , despite differences , really contribute solving many problems challenges world currently facing “ , according statement .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
374	2020_12_15_4	factlets_cluster1	he said confident russia united states could , “ despite differences , really contribute solving many problems challenges world currently facing “ .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
375	2020_12_15_4	factlets_cluster2	russian president vladimir putin tuesday congratulated president-elect joseph r. biden white house victory , becoming one last major world leaders formally recognize looming transfer power u.s .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
376	2020_12_15_4	factlets_cluster2	moscow — russian president vladimir putin tuesday congratulated joe biden winning u.s. presidential election november , saying hoped countries could set aside differences promote global security .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
377	2020_12_15_4	factlets_cluster3	putin congratulates joe biden u.s. election victory - kremlin	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
378	2020_12_15_4	factlets_cluster4	tass cited kremlin press service statement read : “ the president russian federation vladimir putin sent congratulatory telegram joseph biden occasion victory presidential elections united states america “ .	file photo : russian prime minister vladimir putin shakes hands u.s. vice president joe biden meeting moscow march 10 , 2011 . reuters/alexander natruskin moscow ( reuters ) - russian president vladimir putin tuesday congratulated joe biden victory u.s. presidential election , biden state-by-state electoral college vote officially determines u.s. presidency , kremlin said . the kremlin said would wait official results election commenting outcome , even nations congratulated biden win days nov. 3 vote . “ for	1
